0,1.145169,5.192569
0.24532,1.508503,5.060585
-0.208905,1.562437,5.040994
0.099495,2.033422,-8.506927
-0.244552,1.806891,-8.157378
0,1.448944,-8.300101
-0.130615,1.17669,5.181118
-0.067426,1.153175,5.189661
0,1.145169,5.192569
0,1.145169,5.192569
0.067426,1.153175,5.189661
0.130615,1.17669,5.181118
0.130615,1.17669,5.181118
0.185597,1.214237,5.167479
0.228917,1.263456,5.149601
0.228917,1.263456,5.149601
0.257854,1.321254,5.128605
0.270589,1.384,5.105813
0.270589,1.384,5.105813
0.266322,1.447752,5.082654
0.24532,1.508503,5.060585
0.24532,1.508503,5.060585
0.208905,1.562437,5.040994
0.159363,1.606164,5.02511
0.159363,1.606164,5.02511
0.099807,1.636938,5.013931
0.033981,1.652823,5.008161
0.033981,1.652823,5.008161
-0.033981,1.652823,5.008161
-0.099807,1.636938,5.013931
-0.099807,1.636938,5.013931
-0.159363,1.606164,5.02511
-0.208905,1.562437,5.040994
-0.208905,1.562437,5.040994
-0.24532,1.508503,5.060585
-0.266322,1.447752,5.082654
-0.266322,1.447752,5.082654
-0.270589,1.384,5.105813
-0.257854,1.321254,5.128605
-0.257854,1.321254,5.128605
-0.228917,1.263456,5.149601
-0.185597,1.214237,5.167479
-0.185597,1.214237,5.167479
-0.130615,1.17669,5.181118
0,1.145169,5.192569
0,1.145169,5.192569
0.130615,1.17669,5.181118
0.228917,1.263456,5.149601
0.228917,1.263456,5.149601
0.270589,1.384,5.105813
0.24532,1.508503,5.060585
0.24532,1.508503,5.060585
0.159363,1.606164,5.02511
0.033981,1.652823,5.008161
0.033981,1.652823,5.008161
-0.099807,1.636938,5.013931
-0.208905,1.562437,5.040994
-0.208905,1.562437,5.040994
-0.266322,1.447752,5.082654
-0.257854,1.321254,5.128605
-0.257854,1.321254,5.128605
-0.185597,1.214237,5.167479
0,1.145169,5.192569
0,1.145169,5.192569
0.228917,1.263456,5.149601
0.24532,1.508503,5.060585
0.24532,1.508503,5.060585
0.033981,1.652823,5.008161
-0.208905,1.562437,5.040994
-0.208905,1.562437,5.040994
-0.257854,1.321254,5.128605
0,1.145169,5.192569
-0.368125,0.982868,-1.052539
-0.125333,1.053941,-1.224961
-0.368125,1.000565,-1.403386
-0.125333,1.053941,-1.224961
-0.125333,1.071606,-1.57495
-0.368125,1.000565,-1.403386
-0.770513,1.566739,-5.887199
-0.770513,1.77688,-6.517888
-0.982287,1.242418,-6.335538
-0.982287,0.854947,-4.99345
-0.770513,1.381239,-5.226036
-0.982287,1.035433,-5.6786
-0.368125,2.260427,-7.045768
-0.368125,2.363654,-7.355641
-0.770513,1.987021,-7.148576
-0.368125,1.0532,-2.102406
-0.125333,1.141289,-2.269225
-0.368125,1.105377,-2.447909
-0.368125,1.157555,-2.793411
-0.368125,1.209732,-3.138913
-0.770513,0.920824,-3.180989
-0.368125,1.406249,2.751946
-0.368125,1.322421,2.486645
-0.770513,1.127012,2.83566
-0.368125,1.576898,-4.823421
-0.125333,1.68121,-4.974248
-0.368125,1.664501,-5.154588
-0.125333,1.68121,-4.974248
-0.125333,1.768592,-5.304457
